rank,id,title,consoleName,consoleId,totalPlayers,casualPlayers,hardcorePlayers,numAchievements,points,genre,developer,publisher,released
54,10448,"WCW/nWo Revenge","Nintendo 64",2,999,999,999,42,0,"Sports - Wrestling","Asmik Ace Entertainment/AKI Corporation","THQ","1998-10-26"
55,10298,"Tarzan","Nintendo 64",2,992,992,992,45,0,"2.5D Platforming","Eurocom","Activision","2000-01-31"
56,10509,"~Hack~ Super Mario 64: Randomizer","Nintendo 64",2,980,980,980,34,0,"3D Platforming, Collect-a-thon","ArthurTilly, JoshDuMan, Hacker - Kaze Emanuar, nim","","2019-03-29"
57,12733,"~Hack~ Super Mario 64: Last Impact","Nintendo 64",2,973,973,973,57,0,"3D Platforming","Hacker - Kaze Emanuar","Hack - Super Mario 64","2016-09-30"
58,10115,"Mega Man 64","Nintendo 64",2,972,972,972,61,0,"Action-Adventure, Third-Person Shooter","Capcom","Capcom","2001-01-10"
59,10559,"~Hack~ The Legend of Banjo-Kazooie: The Jiggies of Time","Nintendo 64",2,935,935,935,37,0,"3D Platforming, Collect-a-thon","Hacker - Kurko Mods","Hack - Banjo-Kazooie","2020-07-23"
60,10118,"Toy Story 2: Buzz Lightyear to the Rescue!","Nintendo 64",2,933,933,933,63,0,"3D Platforming, Collect-a-thon","","Activision","1999-11-30"
61,10285,"Bomberman Hero","Nintendo 64",2,920,920,920,43,0,"3D Platforming, Action","AI","Hudson Soft, Nintendo","1998-04-30"
62,10182,"Turok: Dinosaur Hunter","Nintendo 64",2,899,899,899,52,0,"First-Person Shooter","Iguana Entertainment","Acclaim","1997-02-28"
63,10337,"Spider-Man","Nintendo 64",2,894,894,894,37,0,"3D Platforming, Beat 'em Up","Edge of Reality","Activision","2000-11-21"
64,10136,"1080° Snowboarding","Nintendo 64",2,886,886,886,39,0,"Extreme Sports - Snowboarding","","Nintendo","1998-03-31"
65,10129,"Fighting Force 64","Nintendo 64",2,884,884,884,90,0,"Beat 'em Up","Core Design","Crave Entertainment","1999-04-30"
66,10124,"Tony Hawk's Pro Skater","Nintendo 64",2,872,872,872,35,0,"Extreme Sports - Skateboarding","Edge of Reality","Activision","2000-02-01"
67,16504,"~Hack~ The Legend of Zelda: The Missing Link","Nintendo 64",2,871,871,871,16,0,"Action-Adventure","Hacker - Kaze Emanuar, CDi-Falls, Zel","Hack - The Legend of Zelda: Ocarina of Time","2020-07-25"
68,10269,"Rayman 2: The Great Escape","Nintendo 64",2,863,863,863,49,0,"3D Platforming, Collect-a-thon","Ubisoft","Ubisoft","1999-11-06"
69,17494,"~Hack~ Banjo-Kazooie: Nostalgia 64","Nintendo 64",2,838,838,838,48,0,"3D Platforming, Collect-a-thon","Hacker - Kurko Mods","Hack - Banjo-Kazooie","2025-05-16"
70,10347,"Quake 64","Nintendo 64",2,814,814,814,95,0,"First-Person Shooter","Midway Studios","Midway","1998-03-24"
71,10216,"Quest 64","Nintendo 64",2,807,807,807,32,0,"Turn-Based RPG","Imagineer","THQ","1998-06-01"
72,10168,"LEGO Racers","Nintendo 64",2,800,800,800,53,0,"Kart Racing","High Voltage Software","LEGO Interactive | LEGO Media","1999-10-12"
